score,content,date
5,저렴하고 좋아좋아,2023-12-30
5,네 좋아요,2023-12-30
5,야놀자야놀자,2023-12-30
5,앱 사용하기 좋습니다.^^,2023-12-30
5,예약하면 편해요~~^^,2023-12-30
5,좋아요,2023-12-30
5,편해요,2023-12-30
5,사용하기 좋아요,2023-12-30
5,최고입니다,2023-12-30
5,항상 잘 이용하고 있어요,2023-12-30
5,당일 임박해도 숙소를 구할수있고 할인할수 있어서 좋아요~^^,2023-12-30
5,매우 편리한 어플,2023-12-30
5,좋아요,2023-12-30
5,굿,2023-12-30
5,할인내용도 좋고 추천합니다.,2023-12-29
5,싸게 잘구입 했어요~최고,2023-12-29
5,예약하기 좋고 호텔이나 모텔 내부사진이 찍혀있어. 방 구조를 확인하기 쉬어요,2023-12-29
5,쿠폰할인이 있어서 좋아요,2023-12-29
5,좋아요,2023-12-29
5,좋아요,2023-12-29
5,너무편하네요,2023-12-29
5,좋습니다,2023-12-29
4,좋아요,2023-12-29
1,"12시 넘어가도 숙박 가능한데 다음날걸로 자동적으로 숙소 안내해주는 시스템도 문제가 심각하다고 보고, 환불안내도 제대로 안해주고 무조건 안된다고만 보는 행태에 분노해서 다른 앱으로 넘어가려 합니다.",2023-12-29
5,청결하고 서비스가 좋아요!,2023-12-29
4,좋아요,2023-12-29
4,빠르고 저렴한 정보 감사드립니다.,2023-12-29
4,사용하기 편리해요,2023-12-29
5,안내가 잘되어 있고 예약이 편해요,2023-12-29
1,예약 취소 조항 제대로들 보고 쓰세요 피해 봤네요.,2023-12-28
5,숙소 뿐만 아니라 놀이도 되니 굿굿,2023-12-28
5,너무 좋은곳이예요 짱짱 맨,2023-12-28
4,제일 싸게 구매함,2023-12-28
5,사용편함,2023-12-28
5,편하고 보기 좋게 되있네요~!,2023-12-28
5,편리해요.,2023-12-28
5,많아요!! 빨라요!!! 좋아요! 편해요!!,2023-12-28
5,굿드좋자드,2023-12-28
5,편하게 예약 가능해요~,2023-12-28
5,최고입니다,2023-12-28
5,best,2023-12-28
5,최고입니다 ^~^,2023-12-28
5,찾기쉽고 많은정보가있어서좋습니다,2023-12-28
5,좋은 숙소 다양하게 올려 줘서 좋아요ㆍ,2023-12-28
5,아주 편하고 쉬어요,2023-12-27
5,할인 적립및 다양한 혜택이.너무 좋아용,2023-12-27
5,저렴하게 구입했어요ㅎ,2023-12-27
5,감사합니다,2023-12-27
5,숙박사이트로 아주조아,2023-12-27
5,편하서 좋아요,2023-12-27
5,편하고 할인되서 좋아요,2023-12-27
5,편리함,2023-12-27
5,거의모든업체가 지역별로 편하게 있넹ᆢ,2023-12-27
5,좋은숙소 할인받아 예약해서 여행가니 너무좋아요^^항상 야놀자여서 예약합니다,2023-12-27
1,이딴거좀 쓰라고하지마라,2023-12-27
5,잘 설명돼있고 예약하기도 쉽습니다,2023-12-27
5,좋아요 다양하고 유용한정보가 많습니다,2023-12-26
5,좋아요,2023-12-26
5,굿가격 굿초이스,2023-12-26
5,여행갈때 넘 편하고 좋습니다. 더 많은 정보가 있었으면 좋겠어요,2023-12-26
5,굿,2023-12-26
5,선택의 폭이 넓어요,2023-12-26
5,사진과 설명이 잘되어있어서 편해요,2023-12-26
5,좋아요,2023-12-26
5,굿,2023-12-26
4,편하고 좋아요,2023-12-25
5,좋아요 너무,2023-12-25
5,검색이.편합니다.,2023-12-25
5,좋아요,2023-12-25
5,예약하기 편해요,2023-12-25
5,좋다,2023-12-25
4,편해요,2023-12-25
5,야! 놀자 정말 정말써비쓰 최고왕인것갇아요 앱에들어가 드래그해서 찿고져하는것은 한눈에 첫번째 첫눈에 확들어와요 참좋아요 앞으로 더욱더 세세한정보로 발전하세요 건강들도 하시고요,2023-12-25
5,너무좋아요,2023-12-25
5,장응애,2023-12-25
5,너무 조아용,2023-12-25
5,간편하고 가성비 좋아요,2023-12-25
5,좋아요.,2023-12-25
5,편리했습니다,2023-12-24
5,편리함 할인됨 그냥 쓰면됨,2023-12-24
5,좋습니다,2023-12-24
4,지도 검색이 좀 부족하네 ㅠ,2023-12-24
5,편함니다요,2023-12-24
3,. . ㅈㅅㄴ$$$$3ㅣㅣㄴ55ㅣㅣ 아 진짜 많이 헐렁해서 때 가방 가방 ㅡㅡ2드6,2023-12-24
1,최악이네여 비행기 결항으로 환불처리도 안해줍니다,2023-12-23
5,깨끗하고편안해요~^,2023-12-23
5,사용방식도 직관적이고 빠름,2023-12-23
4,굿,2023-12-23
5,항상 좋아요^^♡,2023-12-23
5,편해요,2023-12-23
5,굿 좋아용,2023-12-23
5,사용하기 편하네요,2023-12-23
1,와ㅋㅋ지도로 보기하면 다 안보이는거 실화? 바로 경쟁사로 갈아타야지,2023-12-23
5,예약이 간편하고 할인이많아요,2023-12-22
1,여기어때 어플은 토스나 여러수단으로 환불금액 빨리 환불되는데 야놀자는 토스수단이나 카카오페이 환불하면 은근 환불금액이 너무 늦게 들어옴.. 환불할때 빨리 돈 안들어오는게 불편한 어플,2023-12-22
5,굿,2023-12-22
5,"사옹하기가 다른 앱보다 간편하고, 용이합니다. 원하는정보가 찾기쉽게 되어있어요, 쿠폰도 맘에듭니다",2023-12-22
5,할인쿠폰덕에 저렴하게 예약했어요.,2023-12-22
5,좋아요,2023-12-22
5,좋아요 😀,2023-12-22
5,좋아요,2023-12-22
5,욕조 크고 제일 깨끗해요,2023-12-22
5,간단하게 예약이 기능해서 좋아요,2023-12-22
5,편리한 예약에 할인 혜택까지 넘 좋네요~!,2023-12-22
5,좋아요,2023-12-21
5,좋아여!,2023-12-21
5,쉽고 편하고 좋아요^^,2023-12-21
5,편하고 좋음 잘쓰고있음.예약좋음.,2023-12-21
4,좋아여,2023-12-21
5,저렴해서 좋아요,2023-12-21
5,좋아요,2023-12-21
5,좋아요 편리하고,2023-12-21
5,편한게 최고^^,2023-12-21
5,쿠폰도 많고 앱 이용이 쉬워요,2023-12-21
1,비츄,2023-12-21
4,편해서 좋아요,2023-12-21
4,예약이 편하고 좋아요 보기도 좋구요^^,2023-12-21
4,굿,2023-12-21
5,좋아요,2023-12-21
5,결제도편하고 쿠폰도 왕창뿌려서 진짜 추천드립니다,2023-12-21
5,어디 여행갈때 야놀자 안쓰면 손해죠.,2023-12-21
5,좋아요,2023-12-21
5,굿!!,2023-12-20
5,ㅉㅉㅉ짱,2023-12-20
5,숙박업소 어플 처음쓰는 사람도 쓰기편해요^^,2023-12-20
4,다행해서 너무 좋아요,2023-12-20
5,좋아요,2023-12-20
4,자주 이용고객에 혜택은 별로없는듯,2023-12-20
1,광고 에러 하나머니 kb pay 최초설치 미션 진행 안됨,2023-12-20
5,사용하기 편하고 혜택도 많아 아주 좋아요~,2023-12-20
5,좋아요,2023-12-20
5,아주 좋음,2023-12-19
5,좋아요,2023-12-19
5,다른곳보다 상품도 많고 혜택도 좋네요,2023-12-19
5,할인쿠폰주고 좋았어요 자주애용할게요,2023-12-19
5,바로 업데이트,2023-12-19
5,편해요,2023-12-19
5,좋네요,2023-12-19
5,좋아요,2023-12-19
4,말이필요없지요~^^,2023-12-19
5,좋아요,2023-12-19
4,이용편리,2023-12-19
5,굿,2023-12-19
5,굿,2023-12-19
5,광고만 무성한 여기어*와 비교 했을 때 더욱 저렴한 가격이고 이벤트도 많아요!,2023-12-19
5,할인받고 숙소 예약했네요,2023-12-19
5,바로바로 예약 할인도 돼고요 넘좋아요,2023-12-19
5,사용하기 편해요,2023-12-19
5,굿이요!,2023-12-19
5,굿,2023-12-19
5,굿,2023-12-18
4,편하게 예약가능해서 좋아요,2023-12-18
5,할인적립 혜택이많아요,2023-12-18
5,너무간평하고 좋아요,2023-12-18
5,👍,2023-12-18
5,굿,2023-12-18
1,배달 어플 같은 경우에는 문의 넣으면 해당 업소에 경고를 넣는다거나 해서 경고가 쌓이면 그에 따른 처벌이 있는데 숙박 어플은 하는게 뭐지?,2023-12-18
5,사용하기 편리해요,2023-12-18
5,가성비 최고임다,2023-12-18
5,최고!,2023-12-18
5,편하네요,2023-12-17
5,굿,2023-12-17
5,편하고 좋아요!,2023-12-17
5,편하고 할인쿠폰도좋아요,2023-12-17
5,나이먹은 사람도 쉽게 할수있어서 좋아용,2023-12-17
5,여기어때 임마들은 첫 예약 할인 쿠폰도 안주나?,2023-12-17
4,정보가 있어서 선택하기가 좋아요.,2023-12-17
1,누가봐도 망해가는게 느껴집니다.,2023-12-16
5,좋아,2023-12-16
4,늘 편하게 잘쓰고있어요^^,2023-12-16
5,좋아요,2023-12-16
5,좋아요,2023-12-16
5,일단 사용해 보고 이야기 합시다.,2023-12-16
5,자세한 설명이 좋아요,2023-12-16
5,굿,2023-12-16
5,좋아요,2023-12-16
5,조아용,2023-12-16
5,시설이좋아요,2023-12-16
5,편해서 좋아요,2023-12-16
5,할인이 많아요,2023-12-16
5,아주Nice),2023-12-16
5,가성비 최고,2023-12-16
5,예약편리하고 가격도 저렴해요~,2023-12-15
5,감사합니다,2023-12-15
5,너무 좋아요~~~,2023-12-15
4,좋아용,2023-12-15
5,좋아여,2023-12-15
5,자주 이용하고 있습니다,2023-12-15
5,변리해서 좋아요,2023-12-15
5,넘흐조하혀,2023-12-15
5,🙆‍♀️,2023-12-15
5,좋습니다~,2023-12-14
5,방잡기가 편해유.,2023-12-14
5,👍👍🫰🫰,2023-12-14
1,유튜브보고 삭제함. 할 수 있는게 없는 앱을 왜 사용함?,2023-12-14
5,숙소 잡기가 참 편리해요,2023-12-14
5,숙소 정보 보기 너무 편합니다~,2023-12-14
5,좋아요,2023-12-14
5,친절하고 숙소는 깨끗합니다,2023-12-14
1,"모텔 대실 침대더블 두개, 최대 4인이라 적어놓고 정작 메인 페이지에는 3인이상 인당 추가요금 받는다는걸 적혀있지도 않고 구석구석 찾아서 들어가야함. 환불도 없다. 1시간안에 전화해서 취소하는 경우에만 가능하다는데 이것도 구석구석 찾아야 약관 나와있음. 결론은 환불 및 아무럼 보상 없이 금액 100% 날림. 쓰지마라.",2023-12-14
5,편하고 좋아요,2023-12-14
4,좋았어요,2023-12-14
5,설명이 잘 나와있어서 좋네요,2023-12-14
1,한마디로 쫓같다,2023-12-14
5,좋야요~!!!,2023-12-13
5,매번 저렴하고 깔끔하게 👍 잘 쓰고 있습니다,2023-12-13
1,"여기가 요즘 유튜브에서 핫한 어느 부부가 대전의 한 호텔 VIP룸을 예약했는데 당일날 갑자가 호텔에서 VIP룸 대신 한단계 낮은 방을 배정해 주어서 야놀자 고객센터에 문의했더니...[자기네들은 해줄수 있는게 없으니 해달 호텔과 해결하라]라고 답변하고, 부부가 ""고객이 10만원짜리 방을 예약해도 숙소에서 3만원짜리 방을 배정해면 야놀자는 아무것도 해줄수 있는게 없느냐?""라고 문의했더니. [네 맛습니다] 라고 답변하는 그 무능한 회사가 맞나요?",2023-12-13
5,광고노래가좋음,2023-12-13
5,편하게 전국 어디든!,2023-12-13
4,좋아요,2023-12-13
5,좋아요,2023-12-13
5,굿귯귯,2023-12-13
5,모텔이면 야놀자죠!!,2023-12-13
5,좋으유,2023-12-13
5,숙소 예약하기가 편하네요,2023-12-13
5,좋아요,2023-12-13
1,양아치야놀자,2023-12-13
4,좋아요,2023-12-13
5,전에 우리 부부는 이용했는데 좋은 느낌을 받았어요. 기회가 되면 또 이용할 생각이 있습니다,2023-12-13
5,좋아요,2023-12-12
5,다른곳은 다 대기였는데도 야놀자 바로 예약이되고도 저렴하네요,2023-12-12
5,좋아용,2023-12-12
4,깨끗하고 좋아요,2023-12-12
5,사용이 편하고 협력 호텔이 많네요,2023-12-12
1,숙소와 유저문제에 아무런 대응도 해주지못하는 무성의한 플랫폼,2023-12-12
5,나 오늘 유어스 호텔에 묵어뷴자,2023-12-12
5,편리합니다. 보기좋아오,2023-12-12
5,넓고 깨끗합니다,2023-12-12
5,가성비갑.신속정확해요,2023-12-12
5,지역이랑만 확인해서 예약하기 좋아요,2023-12-11
5,편해요,2023-12-11
5,친절하고 청결합니다~~,2023-12-11
1,모텔 예약 할려고하는데 아예 조회가 안되네요,2023-12-11
1,와이파이 데이터 사용해도 앱에서 방이 안뜸 삭제하고 다시 설치해도 안됌,2023-12-11
5,늘 좋은어플 감사해요^^,2023-12-11
5,쿠폰좀 많이 주세요,2023-12-11
5,좋군여,2023-12-11
4,"솔직한 리뷰 맘에 들었어요~~!! 좋은점과 더불어 안좋았던 리뷰까지 꼼꼼히 정리한 글을 보며 선택에 신뢰가 생기네요 안좋은 리뷰의 성격까지 파악해서 기록해 놓았던 정 더욱 좋았구요 사춘기자녀들과 여행 갈일이 종종 있는데 이런쪽으로 매우 아는거 없고 힘들어하는 저도 이젠 편하게 찾고 여행 다니고 있습니다^^ 작년 겨울쯤 어느 여행사이트에서 사진과 후기를 보고 예약후 갔으나 너무나 다른 상황에 .. 딸과 같이 있으니 얼른 상황 수습하고자 다른곳 다시 예약해서 놀고왔던 적이 있습니다. ㅠ ㅠ 환불은 커녕.. 후기라도 남겼으나 지워달라는 요청과 저에게 패널티까지 있을수 있다는 반협박성 문자까지 받고 여러모로 황당했던 적이 있었네요 ㅠㅠ 그래서 좋은후기만 있는 사이트, 앱은 매우 신뢰가 안가더라구요.. 여튼 여전히 새로운 곳은 어려워하지만 큰 도움이 됩니다~ 원래 이",2023-12-11
5,편하고 넘좋아요~~~,2023-12-11
5,줗네요,2023-12-11
1,"진짜 리뷰시스템좀 어떻게 해라. 물론 악의적으로 나쁜 리뷰를 다는걸 방지하고 업주들 피해 줄이기 위한건 좋은데. 반대로 부족한건 인정하지 않고 평점낮고 있는 사실 그대로 (ex : 방음이 잘 안됨, x여러번 오지만 항상 청소가 잘 안되어있음 등등 ) 적은 리뷰조차 업주들이 전부 신고해버리던데, 어떻게 야놀자 리뷰를 보고 그 업체를 믿고 이용하라는 건지 ;; 리뷰 블록처리를 한건당 횟수를 제한할게 아니라 달에몇건 식으로 제한을 해야 업주들도 부족한 부분들 개선하려고 노력하지않을까 생각한다.",2023-12-11
5,좋아요,2023-12-11
5,너무 간단하고 그때그때 확인할수있어 편해요~^^,2023-12-11
5,최대할인 편리한서비스 강추~^^,2023-12-11
5,좋음,2023-12-10
1,방 다운그레이드 해줘서 1점주고 삭제함,2023-12-10
5,숙소 어플로는 최고에용!!!,2023-12-10
1,숙박업체가 맘대로 다운그레이드 해도 어떻게 도와주지도 못하는 야놀자 인터넷 후기 잘봤습니다 불안해서 못쓰겠네요,2023-12-10
1,중개수수료만 먹고 문제해결은 업체와 직접하라는ㅋㅋㅋ 그럼 앱 안쓰고 그냥 다른 앱 쓸게요^^,2023-12-10
5,좋아,2023-12-10
1,초창기에는 혜택도 많고 야놀자만한곳이 없었는데 해가 갈수록 별거 없고 뜨는 업체도 별로 없고...예전만한 메리트를 못느끼겠네요. 옛날이 좋았습니다...,2023-12-10
1,여기 평점 삭제하나요? 안좋은평이 이렇게 많은데 어떻게 4.7점인지 이해가 안되네,2023-12-10
5,편해요,2023-12-10
5,간편하게 싸게 예약해서 좋아요,2023-12-10
5,여러번 사용하는데 일단사용 편하고 잘나와서 나이들사람도 쓰기좋네요,2023-12-10
5,가성비 짱 잘 쉬고 갈께요,2023-12-10
5,좋아요,2023-12-10
5,쉽고 편한 검색 이쁜 UI,2023-12-10
5,자세한 후기와 이미지 사진들이 결정에 많은 도움됐어요,2023-12-10
1,음성 호텔 루엠 사용후 후기를 올리라 해서 올렸더니 허위사실 유포로 고발한다는 둥 결국 야놀자는 고객과 숙박처와 싸움을 붙이는 역할이네요. 물론 다양한 손님이 있지만 숙박업을 하려면 가장 기초적인 준비가 손님에 대한 서비스 자세입니다. 왜 불편하냐고 따지면 숙박업을 하지 말아야죠.,2023-12-10
1,"숙박 ""당일"" 업체랑 문제가 생겨도 야놀자는 할 ㅅ. 있는게 뭡니까ㅋㅋㅋㅋㅋ문제 생기면 숙소랑 알아서 셀프협의 하라니 ㅋㅋㅋ",2023-12-10
1,예약 후 일정이 취소로 10시간 지난후에 취소해 달라고했는데 안된다고 하네요.. (방 예약을 당일에 올려놓고 당일취소가 안된다는게 이해가 안됨),2023-12-10
5,사용하기참좋아요,2023-12-10
1,에휴,2023-12-10
1,커뮤니티 덕분에 야놀자 제대로 파악했네요 덕분에 거릅니다~^^,2023-12-10
1,좋은방을 예약해도 숙소 마음대로 다운그레이드해도 아무고토 못하는 야놀자면 개추 ㅋㅋ 중개업 하면서 수수료는 받아 쳐먹고싶은데 문제가 생기면 실질적으로 아무것도 못하면 야놀자를 왜씀? ㅋㅋㅋㅋㅋ 바로 삭제 ㅅㄱ열~,2023-12-10
5,아주 쉬워요!! 컴맹인데도 금방 할수있습니다!! 두려워 하지않아도 됩니다~^^♡,2023-12-10
1,따끔한 조언을 해달라면서 바뀌질않음,2023-12-10
1,숙소에서 야놀자 예약과 다른 등급낮은 방을 제공해도 야놀자는 책임없고 당사자간 해결이 공식입장입장이라고 함. 이 앱이 왜 필요한지 모르겠음.,2023-12-10
1,여기가 대행업체를 거쳐서 예약해도 환불받을라면 직접 손님이 환불받으라고 하는 곳이구나 ㅋㅋ,2023-12-10
1,예약한 방과 실제 배정받은 방이 달라도 예약자와 숙소가 알아서 쇼부를 봐야하는 컨텐츠가 꽤나 매력적인 앱이에요. 앞으로도 훌륭한 컨텐츠 계속 부탁합니다.,2023-12-10
1,업체와 소비자 간의 갈등을 제대로 중재해주지 못하는 회사,2023-12-10
1,여러분 좋은 어플 많아요.. 싸지도 않지만 조금 싸다고 덜컥 이용해버리면 나중에 후회하세요..,2023-12-10
1,진짜 실망이다,2023-12-10
1,여기 사이트가 예약한 숙소 바꿔치기 한다고 들었습니다.,2023-12-10
5,가장저렴,2023-12-10
1,Vip룸 예약했는데 다운그레이드되도 야놀자는 책임이 없다는 야놀자의 입장에 1점 주고 삭제합니다 ㅋㅋㅋㅋ,2023-12-10
1,그만놀자,2023-12-09
1,'업소가 일방적으로 룸을 다운그레이드 시키고 차액환불도 안해주는 경우'에 고객이 문의를 했는데 야놀자가 '우린 해줄 수 있는게 없다'고... 그게 공식답변이라고 한게 사실인가요?????? 야놀자는 그냥 업소목록만 제공하는 앱인가요?,2023-12-09
5,예약하기 좋아요,2023-12-09
5,"시설이 좋고,주인 분 친절하네요^.^",2023-12-09
5,좋습니다~,2023-12-09
5,좋아요,2023-12-09
5,Perfectly 🥰,2023-12-09
4,여때보다는 야놀자지,2023-12-09
5,굿,2023-12-09
5,좋아요,2023-12-09
5,너무조하요,2023-12-09
1,진짜최악임 무슨 티켓예약취소을 하는데7일을기달리라하고 그거한개처리하는데 금요일취소했는데 다음주 목요일에환불금준다는식으로. 나오네요 그냥 최악입니다,2023-12-09
5,호텔 할인쿠폰 많이줘서 너무 좋아요^^,2023-12-09
1,호텔 안내에 숙박 조식제공으로 되어 있어 당연히 조식이 제공되는 줄로 알고 투숙했는데 조식제공 버튼을 눌러서 확인해야 되었네요. 그럼 숙박 버튼은 눌루지 않고 진행해도 숙박이 되었는데 조식이 제공되는 줄로 알고 예약토록 되어 있어 큰 낭패를 당했습니다. 다른 분들도 저와 같은 낭패를 당하지 않도록 시스템 개선이 필요할 것 같습니다. 최악이었습니다.,2023-12-09
5,빛이 어둠을 몰아 냄나다,2023-12-09
5,좋어연,2023-12-09
5,좋아요,2023-12-08
5,좋아요,2023-12-08
1,아니 피망라스베가스에 무료충전소 올려놨논거 조건 맞추면 바로 머니를 줘야지 기획전 준비중이라고 써노면 다인가 ㅡㅡ 사기아님?,2023-12-08
5,최저가보상,2023-12-08
5,굿,2023-12-08
5,자세한 정보.후기내용 좋아요!,2023-12-08
5,굿,2023-12-08
5,최고의 야놀자,2023-12-08
5,예약이 쉽고 편해요,2023-12-08
5,빠른예약좋아요......,2023-12-08
5,"깨끗하고 청소상태 좋습니다 와이파이, 웰컴드링크... 친절한 직원..",2023-12-08
5,고속버스할인최고,2023-12-08
5,쓰기좋네요,2023-12-08
5,롯데월드 예약 굿,2023-12-07
5,예약 속도가 빨라요,2023-12-07
4,아주편함,2023-12-07
5,가격이 싸고 예약이 간펀해요,2023-12-07
5,최고!!,2023-12-07
5,좋아요,2023-12-07
5,좋아요,2023-12-07
5,최저가에 쿠폰까지,2023-12-07
5,너너어ㅏ,2023-12-07
5,편해요,2023-12-06
5,앞으로도 잘부탁 드려요 좋아요,2023-12-06
5,빠르고 싸요,2023-12-06
5,"편하고, 쿠폰이 많아서 좋아요",2023-12-06
5,사용이 편하고 혜택이 많아요. 자주 사용합니다.,2023-12-06
5,출장때마다 이용하는곳인데 청소상태 깨끗하고 데스크 너무 친절해서 항상 기분 좋게 잘 쉬었다 갑니다,2023-12-06
5,NOL카드로 사용하면 개이득!!!,2023-12-06
5,편하고 좋습니다.,2023-12-06
1,야놀자 앱 중지요망 삭제부탁,2023-12-06
5,가끔씩 추가로 보내주는 무료 포인트가 너무 감사합니다.,2023-12-06
4,"야놀자 어플은 상담원 전화가 만족스러웠습니다. 그러나 야놀자 어플이 아래와 같은 사항을 개선해준다면, 더 좋은 어플이 될 것 같습니다. 요지는 ‘야놀자’ 어플에서는 전반적으로 장애인이 편리하게 이용할 수 있는 숙소에 대한 정보를 확인할 수 없습니다. 1. 숙소 검색 시 필터링 기능에 장애인 편의 기능을 추가해 줄 것을 제안합니다. 현재 ‘야놀자’ 어플을 보면, 숙소 검색 시 필터링 기능을 제공하고 있는 것을 볼 수 있었습니다. 숙소 검색 시 필터링 기능에 ‘장애인 편의 기능’을 추가해줄 것을 제안합니다. 2. 또한 숙박 시설 상세 페이지에, 장애인 편의와 관련하여 각 숙소가 어떤 서비스를 제공하는지 구체적인 설명을 추가할 것을 요청합니다. 앞서 설명한 두 가지 방법을 도입한다면, 장애인이 더욱 더 여행을 편리하게 하는 데 도움을 줄 것입니다. 이에 대한 귀사의 답변을 기다리겠습니다.",2023-12-06
5,굿,2023-12-06
5,사용하기 편해요,2023-12-05
5,좋아요,2023-12-05
5,할인적용 👍,2023-12-05
5,간편하고 좋네요~,2023-12-05
5,할인이 좋아요.,2023-12-05
5,찾기 편해요,2023-12-05
5,가장 제휴혜택이 좋아요,2023-12-05
5,예악 편해요,2023-12-05
5,다른곳보다 저렴해요,2023-12-04
5,좋아요,2023-12-04
5,앱이 많이좋아짐,2023-12-04
5,가격이 저렴해요.^^,2023-12-04
5,신속하고 정확한정보,2023-12-04
5,좋아요,2023-12-04
5,좋아여,2023-12-04
5,좋아요 따뜻해요,2023-12-04
5,예약에 불편함이없어요,2023-12-04
5,잘사용해볼게요~,2023-12-04
5,전국 어디서나 선택할 수 있어 편리했습니다,2023-12-04
5,너무 좋아요,2023-12-04
1,보니까 겁이 안 나더라고. 근데 똑같은 거야? 안 추워도 돼?,2023-12-04
5,좋아요,2023-12-04
5,아직까지 문제없이 잘 사용하고 있습니다.,2023-12-04
5,좋아요,2023-12-04
4,다양한선택가능,2023-12-03
5,좋음,2023-12-03
5,예약이 편하네요 요즘 숙박 예약안하면 입실이 힘들어요,2023-12-03
5,"야놀자 앱 관리가 잘 되어 있는것같아요 유관 모텔ᆢ등 숙박업소가 청결하고ᆢ등 관리를 잘하는게 맘에 들어요 앞으로도 사업번창하길 바라며,숙소 청결에 최선을 관리를 경주해주길 바랍니다",2023-12-03
4,편리하고 좋아요,2023-12-03
5,사용하기 좋은 사이트,2023-12-03
5,할인혜택이 좋음,2023-12-03
5,깔끔 ~!,2023-12-03
5,좋아요,2023-12-03
5,꼼꼼하게 잘 챙겨 주셔서 감사합니다,2023-12-02
5,조아,2023-12-02
5,편의성 할인 최고임,2023-12-02
5,굿,2023-12-02
5,예술공원이랑 가깝그 깨끗해요,2023-12-02
5,크리스마스 연휴라서 예약했어요~,2023-12-02
4,좋아요,2023-12-02
5,좋아요,2023-12-02
4,좋아요 다양한 혜택,2023-12-02
5,최고중에최고,2023-12-01
3,권리침해로 신고해서 평점 5점 아니면 그냥 내려버리는데 이거 조치 취해야하는거 아닙니까? 손님을 그냥 호구로보네ㅋㅋ 이럴거면 별점평가를 왜만들었지 그냥 5점 or X로 해놓든가ㅋㅋ,2023-12-01
5,좋아요,2023-12-01
5,좋아요 편해요,2023-12-01
5,정보제공 아주 좋습니다.,2023-12-01
5,좋았어요,2023-12-01
5,좋아요,2023-12-01
5,굳,2023-12-01
5,굿,2023-12-01
5,편하고 간편함,2023-12-01
5,굿,2023-12-01
5,여행 레저나 티켓 등 예매하기 너무 편하고 숙소도 좋은곳 저렴하게 이용할수 있어서 좋아요 !,2023-12-01
5,최고 👍,2023-12-01
5,좋습니다..,2023-12-01
5,좋아요 취소도 잘되고 예약도 잘되고,2023-12-01
5,첫경험인데 상세하고 잘 정리된 야놀자,2023-12-01
5,좋아요^^,2023-11-30
5,너무 편한 시간에 기대어 습니다.,2023-11-30
5,좋아요,2023-11-30
5,편리해요,2023-11-30
5,이용하기 좋아요,2023-11-30
5,다양한 숙소 확인가능,2023-11-30
5,저렴함,2023-11-30
5,쉽게 예약,2023-11-30
5,👍,2023-11-30
5,가격도 저렴하고 자세히 나와 있어요,2023-11-30
5,깨끗하고 조용한 곳이며 간식도 풍부하게 준비돼 있어요,2023-11-29
5,너무 좋아요,2023-11-29
5,좋아요,2023-11-29
5,편리함,2023-11-29
5,좋아요😄,2023-11-29
5,"빠른 예약, 좋아요",2023-11-28
5,☆ 가장 좋은점 ☆ 여기어때 보다 훨 쌈 결제 편함 리뷰 많음 이상.,2023-11-28
5,편하네요 간단하고,2023-11-28
5,아주 편리함,2023-11-28
5,사용이 편합니다,2023-11-28
5,좋아요 ㅇㅇㅇㅇㅇ,2023-11-28
5,굿굿굿굿굿,2023-11-28
5,좋아요,2023-11-28
5,좋아요,2023-11-28
5,짱,2023-11-28
5,여행정보가 다양합니다,2023-11-28
5,너무좋아요,2023-11-28
5,좋아요,2023-11-28
5,시설도 괜찮고 너무 마음에 들어요 특히 매너도 좋아요^^*,2023-11-27
5,좋아요,2023-11-27
1,예약 취소한거 취소도 안되는 어플. 실수로 취소 누르고 바로 전화했는데 다시 예약도 안해줌. 아주 불친절함. 다들 네이버 예약하세요.,2023-11-27
5,아주 맘에 듭니다,2023-11-27
5,조은 정보감사합니다,2023-11-27
5,숙박 예약하기 편하구 좋네요!,2023-11-27
5,너무 편하고 좋아요,2023-11-27
4,좋아요,2023-11-27
5,좋아,2023-11-27
5,좋다요,2023-11-27
5,항상거의 최저가,2023-11-26
5,항상 사용합니다 실패한 경험이 없네요,2023-11-26
5,굿,2023-11-26
5,깔끔하고 좋아요,2023-11-26
5,굿,2023-11-26
5,좋음,2023-11-26
5,"쉽고, 간편하게 최적 숙소 선정 가능",2023-11-26
5,잘사용중,2023-11-26
5,좀아요,2023-11-26
5,다양한 상품 및 할인쿠폰 제공이 좋아요.,2023-11-26
5,간편하고좋아요,2023-11-26
5,여기어때보다 좋네요,2023-11-26
5,최고최고!! 짱!!,2023-11-26
5,좋아요 👍,2023-11-26
5,빠르고 저렴하게 방구했습니다,2023-11-26
5,편합니다,2023-11-25
5,다양해서 좋아요,2023-11-25
5,찾기가쉬워요,2023-11-25
5,탱큐 아인소리,2023-11-25
5,정말 편하고 좋습니다.,2023-11-25
5,편리하네요,2023-11-25
5,편하게 잘 쓰고 있어요,2023-11-25
5,👍 굿,2023-11-25
5,좋아요,2023-11-25
5,다른어떤앱 보다 정확하고 저렴한 방을 구하기쉬움,2023-11-25
1,"개그지같은 곳... 상담원은 ai로봇 돌리는느낌이고 응대도 개 짜증, 담당부서는 이메일로만소통가능 무슨비밀조직이냐? 보험사 카드사 은행들도 니들처럼 일안한다... 너무 소통안되고 불친절 광고도 엄청나오고 개짜증. 쿠폰도없고 수많이이용해도 할인혜택도없고 이런거 어쭙잖게 적자기업주제 대기업흉내내다가 하루아침에 골로갈듯",2023-11-25
